req_id,dept_id,exam_year,subject_id,require_level
1170,4412,114,0,前標
1171,4412,114,1,前標
1172,4412,114,2,均標
1173,4412,114,3,均標
1174,4412,114,4,前標
1175,4412,114,5,
1176,4422,114,0,均標
1177,4422,114,1,均標
1178,4422,114,2,均標
1179,4422,114,3,
1180,4422,114,4,
1181,4422,114,5,
1182,4432,114,0,前標
1183,4432,114,1,前標
1184,4432,114,2,
1185,4432,114,3,均標
1186,4432,114,4,前標
1187,4432,114,5,
1188,4452,114,0,
1189,4452,114,1,均標
1190,4452,114,2,均標
1191,4452,114,3,
1192,4452,114,4,
1193,4452,114,5,均標
1194,4472,114,0,
1195,4472,114,1,均標
1196,4472,114,2,前標
1197,4472,114,3,
1198,4472,114,4,
1199,4472,114,5,前標
1200,4482,114,0,
1201,4482,114,1,前標
1202,4482,114,2,前標
1203,4482,114,3,
1204,4482,114,4,
1205,4482,114,5,前標
1206,4492,114,0,
1207,4492,114,1,均標
1208,4492,114,2,前標
1209,4492,114,3,
1210,4492,114,4,
1211,4492,114,5,前標
1212,4502,114,0,
1213,4502,114,1,均標
1214,4502,114,2,前標
1215,4502,114,3,
1216,4502,114,4,
1217,4502,114,5,
1218,4512,114,0,
1219,4512,114,1,前標
1220,4512,114,2,前標
