dept_id,univ_id,dept_name,category_id
015182,015,餐旅管理學系,1806
015192,015,風險管理與保險學系,1706
015202,015,觀光與都市計畫學系,1804
015212,015,經營管理學院學士班,1603
015222,015,會展與活動管理學士學位學程,1603
015232,015,資訊工程學系,0101
015242,015,資訊管理學系,1602
015252,015,電子工程學系,0203
015262,015,電機工程學系,0201
015272,015,自動控制工程學系,0206
015282,015,材料與製造工程學系,0211
015292,015,工業工程與系統管理學系,0216
015302,015,航空太空工程學系,0208
015312,015,化學工程系,0210
015322,015,土木工程學系,0207
015332,015,都市計畫系,0803
015342,015,建築學系,0802
015352,015,建築專業學院學士班,0802
015362,015,應用數學系,0301
015372,015,光電科學與工程學系,0202
015382,015,物理學系,0303
015392,015,化學系,0302
015402,015,職能治療學系,0405
015412,015,醫學工程與智慧系統學系,0412
015422,015,生物醫學工程學系,0412
015432,015,運動科學系,1801
015442,015,醫學影像暨放射科學系,0408
015452,015,醫學檢驗生物技術學系,0407
015462,015,食品營養與保健學系,0410
015472,015,生物科技學系,0505
015482,015,環境科學與工程學系,0702
015492,015,水資源與環境工程學士學位學程,0209
015502,015,自然科學學士學位學程,0304
015512,015,跨領域設計學士學位學士班,0809
015522,015,全球企業管理學士學位學程(英語專班),1704
015532,015,大數據分析研究中心學士程,0101
016012,016,中國文學系,1304
016022,016,英美語文學系,1201
016032,016,法國語文學系,1202
016042,016,文學院學士班,1399
016052,016,數學系數學科學組,0301
016062,016,數學系計算與資料科學組,0101
016072,016,物理學系,0303
016082,016,化學學系,0302
016092,016,光電科學與工程學系,0202
016102,016,理學院學士班,0399
016112,016,土木工程學系,0207
016122,016,機械工程學系先進材料與精密製造組,0206
016132,016,機械工程學系光機電工程組,0206
016142,016,機械工程學系智慧系統與永續能源組,0206
016152,016,機械工程學系前瞻半導體國際組,0206
016162,016,化學工程與材料工程學系,0210
016172,016,工學院學士班,0299
016182,016,企業管理學系,1603
016192,016,資訊管理學系,1602
016202,016,資訊管理學系(APCS組),1602
016212,016,經濟學系,1707
016222,016,財務金融學系,1703
016232,016,電機工程學系,0201
016242,016,資訊工程學系,0101
016252,016,資訊工程學系(APCS組),0101
016262,016,資訊工程學系(資安組),0103
016272,016,通訊工程學系,0204
016282,016,資訊電機學院學士班,0101
016292,016,大氣科學學系,0701
016302,016,太空科學與工程學系,0705
016312,016,地球科學學系,0703
016322,016,地球科學學院學士班,0799
016332,016,客家語文暨社會科學學系客家語文及傳播組,1005
016342,016,客家語文暨社會科學學系客家社會及政策組,1003
016352,016,法律與政府學系,1502
016362,016,生命科學系,0501
016372,016,生醫科學與工程學系,0412
016382,016,向日葵聯合招生甲組(電資),0101
016392,016,向日葵聯合招生乙組(商管),1603
016402,016,向日葵聯合招生丙組(理學),0304
016412,016,向日葵聯合招生丁組(工程),0299
016422,016,向日葵聯合招生戊組(人社),1005
017012,017,哲學與歷史學系(哲學組),1303
017022,017,哲學與歷史學系(史學組),1305
017032,017,中國文學系,1304
017042,017,日本語文學系,1204
017052,017,韓國語文學系,1207
017062,017,歐美語文學系,1202
017072,017,全球商務學士學位學程,1603
017082,017,應用數學系,0305
017092,017,光電物理學系,0306
017102,017,化學系,0302
017112,017,地理學系,0704
017122,017,大氣與地質科學系,0703
017132,017,生命科學系,0501
017142,017,化學工程與材料工程學系,0210
017152,017,電機工程學系,0201
017162,017,機械工程學系,0206
017172,017,紡織科技創新與應用工程學系,0214
017182,017,資訊工程學系,0101
017192,017,法律學系,1502
017202,017,政治與經濟學系,1503
017212,017,勞動暨人力資源學系,1003
017222,017,社會福利學系,1002
017232,017,行政管理學系,1505
017242,017,動物科學保健暨園藝科技學系(園藝科技組),0605
017252,017,動物科學保健暨園藝科技學系(動物科學組),0603
017262,017,森林暨自然保育學系,0604
017272,017,土地資源學系,0606
017282,017,家庭科學系,1004
017292,017,都市計畫與開發管理學系(智慧城市與都市更新組),0803
017302,017,都市計畫與開發管理學系(不動產投資與估價組),0803
017312,017,建築及都市設計學系,0802
017322,017,景觀學系,0804
017332,017,國際貿易學系,1704
017342,017,國際企業管理學系,1704
