dept_id,univ_id,univ_name,department,academic_cluster,category,category_id
021262,021,國立臺灣海洋大學,光電與材料科技學系,工程學群,光電學類,0202
,013,國立陽明交通大學,光電工程學系,工程學群,光電學類,0202
,013,國立陽明交通大學,百川學士學位學程,工程學群,光電學類,0202
015122,015,逢甲大學,光電科學與工程學系,工程學群,光電學類,0202
008422,008,中原大學,半導體產業學士學位學程,工程學群,電子工程學類,0203
008192,008,中原大學,資訊工程學系,工程學群,電子工程學類,0203
008182,008,中原大學,電子工程學系,工程學群,電子工程學類,0203
008202,008,中原大學,電機工程學系,工程學群,電子工程學類,0203
008152,008,中原大學,電機資訊學院學士班,工程學群,電子工程學類,0203
017182,017,中國文化大學,資訊工程學系,工程學群,電子工程學類,0203
017152,017,中國文化大學,電機工程學系,工程學群,電子工程學類,0203
134262,134,亞洲大學,半導體學士學位學程,工程學群,電子工程學類,0203
,134,亞洲大學,資訊工程學系,工程學群,電子工程學類,0203
040162,040,元智大學,資訊工程學系,工程學群,電子工程學類,0203
,040,元智大學,電機工程學系,工程學群,電子工程學類,0203
,059,南華大學,半導體應用學士學位學程,工程學群,電子工程學類,0203
059422,059,南華大學,資訊工程學系,工程學群,電子工程學類,0203
016242,016,國立中央大學,資訊工程學系,工程學群,電子工程學類,0203
016232,016,國立中央大學,電機工程學系,工程學群,電子工程學類,0203
027172,027,國立中山大學,資訊工程學系,工程學群,電子工程學類,0203
027122,027,國立中山大學,電機工程學系,工程學群,電子工程學類,0203
041152,041,國立中正大學,資訊工程學系,工程學群,電子工程學類,0203
041162,041,國立中正大學,電機工程學系,工程學群,電子工程學類,0203
003242,003,國立中興大學,智慧創意工程學士學位學程,工程學群,電子工程學類,0203
003252,003,國立中興大學,電機工程學系,工程學群,電子工程學類,0203
100322,100,國立嘉義大學,資訊工程學系,工程學群,電子工程學類,0203
100372,100,國立嘉義大學,電機工程學系,工程學群,電子工程學類,0203
150162,150,國立宜蘭大學,資訊工程學系,工程學群,電子工程學類,0203
150142,150,國立宜蘭大學,電子工程學系,工程學群,電子工程學類,0203
150132,150,國立宜蘭大學,電機工程學系,工程學群,電子工程學類,0203
036332,036,國立屏東大學,資訊工程學系,工程學群,電子工程學類,0203
023162,023,國立彰化師範大學,資訊工程學系,工程學群,電子工程學類,0203
023152,023,國立彰化師範大學,電子工程學系,工程學群,電子工程學類,0203
023142,023,國立彰化師範大學,電機工程學系,工程學群,電子工程學類,0203
004492,004,國立成功大學,資訊工程學系,工程學群,電子工程學類,0203
,004,國立成功大學,電機工程學系,工程學群,電子工程學類,0203
058212,058,國立暨南國際大學,資訊工程學系,工程學群,電子工程學類,0203
058252,058,國立暨南國際大學,電機工程學系,工程學群,電子工程學類,0203
,034,國立東華大學,資訊工程學系,工程學群,電子工程學類,0203
,034,國立東華大學,電機工程學系,工程學群,電子工程學類,0203
,011,國立清華大學,資訊工程學系,工程學群,電子工程學類,0203
,011,國立清華大學,電機工程學系,工程學群,電子工程學類,0203
011402,011,國立清華大學,電機資訊學院學士班,工程學群,電子工程學類,0203
151152,151,國立聯合大學,資訊工程學系,工程學群,電子工程學類,0203
,151,國立聯合大學,電子工程學系,工程學群,電子工程學類,0203
,151,國立聯合大學,電機工程學系,工程學群,電子工程學類,0203
031172,031,國立臺中教育大學,資訊工程學系,工程學群,電子工程學類,0203
099362,099,國立臺北大學,資訊工程學系,工程學群,電子工程學類,0203
099412,099,國立臺北大學,電機工程學系,工程學群,電子工程學類,0203
033162,033,國立臺南大學,資訊工程學系,工程學群,電子工程學類,0203
033182,033,國立臺南大學,電機工程學系,工程學群,電子工程學類,0203
038122,038,國立臺東大學,資訊工程學系,工程學群,電子工程學類,0203
001582,001,國立臺灣大學,資訊工程學系,工程學群,電子工程學類,0203
001572,001,國立臺灣大學,電機工程學系,工程學群,電子工程學類,0203
002332,002,國立臺灣師範大學,資訊工程學系,工程學群,電子工程學類,0203
002402,002,國立臺灣師範大學,電機工程學系,工程學群,電子工程學類,0203
021222,021,國立臺灣海洋大學,資訊工程學系,工程學群,電子工程學類,0203
021202,021,國立臺灣海洋大學,電機工程學系,工程學群,電子工程學類,0203
153122,153,國立金門大學,資訊工程學系,工程學群,電子工程學類,0203
,013,國立陽明交通大學,半導體工程學系,工程學群,電子工程學類,0203
,013,國立陽明交通大學,資訊工程學系,工程學群,電子工程學類,0203
,013,國立陽明交通大學,電子物理學系,工程學群,電子工程學類,0203
,013,國立陽明交通大學,電機工程學系,工程學群,電子工程學類,0203
101242,101,國立高雄大學,資訊工程學系,工程學群,電子工程學類,0203
101192,101,國立高雄大學,電機工程學系,工程學群,電子工程學類,0203
022172,022,國立高雄師範大學,電子工程學系,工程學群,電子工程學類,0203
019052,019,大同大學,資訊工程學系,工程學群,電子工程學類,0203
042062,042,大葉大學,半導體學士學位學程,工程學群,電子工程學類,0203
,042,大葉大學,資訊工程學系,工程學群,電子工程學類,0203
,042,大葉大學,電機工程學系,工程學群,電子工程學類,0203
009172,009,東海大學,資訊工程學系,工程學群,電子工程學類,0203
009192,009,東海大學,電機工程學系,工程學群,電子工程學類,0203
,014,淡江大學,資訊工程學系,工程學群,電子工程學類,0203
,014,淡江大學,電機工程學系,工程學群,電子工程學類,0203
,079,真理大學,資訊工程學系,工程學群,電子工程學類,0203
045132,045,義守大學,半導體學士學位學程,工程學群,電子工程學類,0203
,045,義守大學,資訊工程學系,工程學群,電子工程學類,0203
045022,045,義守大學,電子工程學系,工程學群,電子工程學類,0203
045012,045,義守大學,電機工程學系,工程學群,電子工程學類,0203
,044,華梵大學,電子工程學系,工程學群,電子工程學類,0203
020232,020,輔仁大學,資訊工程學系,工程學群,電子工程學類,0203
020282,020,輔仁大學,電機工程學系,工程學群,電子工程學類,0203
015252,015,逢甲大學,資訊工程學系,工程學群,電子工程學類,0203
015312,015,逢甲大學,資訊電機學院學士班,工程學群,電子工程學類,0203
015282,015,逢甲大學,電子工程學系,工程學群,電子工程學類,0203
015292,015,逢甲大學,電機工程學系,工程學群,電子工程學類,0203
,046,銘傳大學,半導體應用學士學位學程,工程學群,電子工程學類,0203
,046,銘傳大學,資訊工程學系,工程學群,電子工程學類,0203
030142,030,長庚大學,電子工程學系,工程學群,電子工程學類,0203
030102,030,長庚大學,電機工程學系,工程學群,電子工程學類,0203
051542,051,長榮大學,資訊工程學系,工程學群,電子工程學類,0203
018322,018,靜宜大學,晶片設計學士學位學程,工程學群,電子工程學類,0203
018252,018,靜宜大學,資訊工程學系,工程學群,電子工程學類,0203
,040,元智大學,通訊工程學系,工程學群,通訊工程學類,0204
040282,040,元智大學,電機通訊學院英語學士班,工程學群,通訊工程學類,0204
016272,016,國立中央大學,通訊工程學系,工程學群,通訊工程學類,0204
041212,041,國立中正大學,通訊工程學系,工程學群,通訊工程學類,0204
036342,036,國立屏東大學,電腦與通訊學系,工程學群,通訊工程學類,0204
099392,099,國立臺北大學,通訊工程學系,工程學群,通訊工程學類,0204
021252,021,國立臺灣海洋大學,通訊與導航工程學系,工程學群,通訊工程學類,0204
015312,015,逢甲大學,資訊電機學院學士班,工程學群,通訊工程學類,0204
015322,015,逢甲大學,通訊工程學系,工程學群,通訊工程學類,0204
004192,004,國立成功大學,工程科學系,工程學群,工程科學學類,0205
004202,004,國立成功大學,系統及船舶機電工程學系,工程學群,工程科學學類,0205
004222,004,國立成功大學,能源工程國際學士學位學程,工程學群,工程科學學類,0205
004142,004,國立成功大學,資源工程學系,工程學群,工程科學學類,0205
011272,011,國立清華大學,原子科學院學士班,工程學群,工程科學學類,0205
,011,國立清華大學,工程與系統科學系,工程學群,工程科學學類,0205
151062,151,國立聯合大學,能源工程學系,工程學群,工程科學學類,0205
033192,033,國立臺南大學,綠色能源科技學系,工程學群,工程科學學類,0205
001352,001,國立臺灣大學,工程科學及海洋工程學系,工程學群,工程科學學類,0205
021172,021,國立臺灣海洋大學,系統工程暨造船學系,工程學群,工程科學學類,0205
021052,021,國立臺灣海洋大學,輪機工程學系,工程學群,工程科學學類,0205
019032,019,大同大學,工程學院學士班,工程學群,工程科學學類,0205
008122,008,中原大學,機械工程學系,工程學群,機械工程學類,0206
008202,008,中原大學,電機工程學系,工程學群,機械工程學類,0206
017162,017,中國文化大學,機械工程學系,工程學群,機械工程學類,0206
017152,017,中國文化大學,電機工程學系,工程學群,機械工程學類,0206
040232,040,元智大學,工程學院英語學士班,工程學群,機械工程學類,0206
040202,040,元智大學,機械工程學系,工程學群,機械工程學類,0206
,040,元智大學,電機工程學系,工程學群,機械工程學類,0206
,016,國立中央大學,機械工程學系,工程學群,機械工程學類,0206
016232,016,國立中央大學,電機工程學系,工程學群,機械工程學類,0206
027152,027,國立中山大學,機械與機電工程學系,工程學群,機械工程學類,0206
027122,027,國立中山大學,電機工程學系,工程學群,機械工程學類,0206
