univ_name,department,academic_cluster,category,category_id
國立臺灣海洋大學,運輸科學系,工程學群,運輸物流管理學類,0217
國立陽明交通大學,運輸與物流管理學系,工程學群,運輸物流管理學類,0217
淡江大學,運輸管理學系,工程學群,運輸物流管理學類,0217
真理大學,航空事業學系,工程學群,運輸物流管理學類,0217
逢甲大學,運輸與物流學系,工程學群,運輸物流管理學類,0217
長榮大學,航運管理學系,工程學群,運輸物流管理學類,0217
開南大學,交通運輸學系,工程學群,運輸物流管理學類,0217
開南大學,國際物流與運輸管理學系,工程學群,運輸物流管理學類,0217
開南大學,空運管理學系,工程學群,運輸物流管理學類,0217
中原大學,應用數學系,數理化學群,數學學類,0301
中國文化大學,應用數學系,數理化學群,數學學類,0301
國立中央大學,數學系,數理化學群,數學學類,0301
國立中央大學,理學院學士班,數理化學群,數學學類,0301
國立中山大學,應用數學系,數理化學群,數學學類,0301
國立中正大學,數學系,數理化學群,數學學類,0301
國立中興大學,應用數學系,數理化學群,數學學類,0301
國立嘉義大學,應用數學系,數理化學群,數學學類,0301
國立屏東大學,應用數學系,數理化學群,數學學類,0301
國立彰化師範大學,數學系,數理化學群,數學學類,0301
國立成功大學,數學系,數理化學群,數學學類,0301
國立政治大學,應用數學系,數理化學群,數學學類,0301
國立東華大學,應用數學系,數理化學群,數學學類,0301
國立清華大學,數學系,數理化學群,數學學類,0301
國立臺南大學,應用數學系,數理化學群,數學學類,0301
國立臺東大學,應用數學系,數理化學群,數學學類,0301
國立臺灣大學,數學系,數理化學群,數學學類,0301
國立臺灣師範大學,數學系,數理化學群,數學學類,0301
國立陽明交通大學,應用數學系,數理化學群,數學學類,0301
國立陽明交通大學,理學院科學學士學位學程,數理化學群,數學學類,0301
國立高雄大學,應用數學系,數理化學群,數學學類,0301
國立高雄師範大學,數學系,數理化學群,數學學類,0301
東吳大學,數學系,數理化學群,數學學類,0301
東海大學,智慧計算暨應用數學系,數理化學群,數學學類,0301
東海大學,永續科學與管理學士學位學程,數理化學群,數學學類,0301
淡江大學,應用數學與數據科學學系,數理化學群,數學學類,0301
臺北市立大學,數據科學與數學系,數理化學群,數學學類,0301
輔仁大學,數學系,數理化學群,數學學類,0301
逢甲大學,應用數學系,數理化學群,數學學類,0301
中原大學,化學系,數理化學群,化學學類,0302
中國文化大學,化學系,數理化學群,化學學類,0302
中山醫學大學,醫學應用化學系,數理化學群,化學學類,0302
國立中央大學,化學學系,數理化學群,化學學類,0302
國立中央大學,理學院學士班,數理化學群,化學學類,0302
國立中山大學,化學系,數理化學群,化學學類,0302
國立中正大學,化學暨生物化學系,數理化學群,化學學類,0302
國立中興大學,化學系,數理化學群,化學學類,0302
國立嘉義大學,應用化學系,數理化學群,化學學類,0302
國立屏東大學,應用化學系,數理化學群,化學學類,0302
國立彰化師範大學,化學系,數理化學群,化學學類,0302
國立成功大學,化學系,數理化學群,化學學類,0302
國立暨南國際大學,應用化學系,數理化學群,化學學類,0302
國立東華大學,化學系,數理化學群,化學學類,0302
國立清華大學,化學系,數理化學群,化學學類,0302
國立清華大學,原子科學院學士班,數理化學群,化學學類,0302
國立清華大學,理學院學士班,數理化學群,化學學類,0302
國立臺灣大學,化學系,數理化學群,化學學類,0302
國立臺灣師範大學,化學系,數理化學群,化學學類,0302
國立陽明交通大學,應用化學系,數理化學群,化學學類,0302
國立陽明交通大學,理學院科學學士學位學程,數理化學群,化學學類,0302
國立高雄大學,應用化學系,數理化學群,化學學類,0302
國立高雄師範大學,化學系,數理化學群,化學學類,0302
東吳大學,化學系,數理化學群,化學學類,0302
東海大學,化學系,數理化學群,化學學類,0302
東海大學,永續科學與管理學士學位學程,數理化學群,化學學類,0302
淡江大學,化學學系,數理化學群,化學學類,0302
淡江大學,理學院尖端材料科學學士學位學程,數理化學群,化學學類,0302
輔仁大學,化學系,數理化學群,化學學類,0302
靜宜大學,應用化學系,數理化學群,化學學類,0302
高雄醫學大學,醫藥暨應用化學系,數理化學群,化學學類,0302
中原大學,物理學系,數理化學群,物理學類,0303
中國文化大學,光電物理學系,數理化學群,物理學類,0303
國立中央大學,物理學系,數理化學群,物理學類,0303
國立中央大學,理學院學士班,數理化學群,物理學類,0303
國立中山大學,物理學系,數理化學群,物理學類,0303
國立中正大學,物理學系,數理化學群,物理學類,0303
國立中興大學,物理學系,數理化學群,物理學類,0303
國立嘉義大學,電子物理學系,數理化學群,物理學類,0303
國立屏東大學,應用物理系,數理化學群,物理學類,0303
國立彰化師範大學,物理學系,數理化學群,物理學類,0303
國立成功大學,物理學系,數理化學群,物理學類,0303
國立東華大學,物理學系,數理化學群,物理學類,0303
國立清華大學,物理學系,數理化學群,物理學類,0303
國立臺灣大學,物理學系,數理化學群,物理學類,0303
國立臺灣師範大學,物理學系,數理化學群,物理學類,0303
國立陽明交通大學,理學院科學學士學位學程,數理化學群,物理學類,0303
國立陽明交通大學,電子物理學系,數理化學群,物理學類,0303
國立高雄大學,應用物理學系,數理化學群,物理學類,0303
國立高雄師範大學,物理學系,數理化學群,物理學類,0303
東吳大學,物理學系,數理化學群,物理學類,0303
東海大學,應用物理學系,數理化學群,物理學類,0303
東海大學,永續科學與管理學士學位學程,數理化學群,物理學類,0303
淡江大學,物理學系,數理化學群,物理學類,0303
淡江大學,理學院尖端材料科學學士學位學程,數理化學群,物理學類,0303
輔仁大學,物理學系,數理化學群,物理學類,0303
國立嘉義大學,應用化學系,數理化學群,自然科學學類,0304
國立屏東大學,應用化學系,數理化學群,自然科學學類,0304
國立屏東大學,科學傳播學系,數理化學群,自然科學學類,0304
國立暨南國際大學,應用化學系,數理化學群,自然科學學類,0304
國立臺中教育大學,科學教育與應用學系,數理化學群,自然科學學類,0304
國立臺北教育大學,自然科學教育學系,數理化學群,自然科學學類,0304
國立臺東大學,應用科學系,數理化學群,自然科學學類,0304
國立陽明交通大學,應用化學系,數理化學群,自然科學學類,0304
國立高雄大學,應用化學系,數理化學群,自然科學學類,0304
東海大學,永續科學與管理學士學位學程,數理化學群,自然科學學類,0304
臺北市立大學,地球環境暨生物資源學系,數理化學群,自然科學學類,0304
臺北市立大學,應用物理暨化學系,數理化學群,自然科學學類,0304
靜宜大學,應用化學系,數理化學群,自然科學學類,0304
國立中興大學,土壤環境科學系,數理化學群,生化學類,0305
國立嘉義大學,生化科技學系,數理化學群,生化學類,0305
國立臺灣大學,生化科技學系,數理化學群,生化學類,0305
國立臺灣大學,農業化學系,數理化學群,生化學類,0305
國立臺中教育大學,數學教育學系,數理化學群,數學資訊教育學類,0306
國立臺北教育大學,數學暨資訊教育學系,數理化學群,數學資訊教育學類,0306
中原大學,電機資訊學院智慧運算與大數據學士班,數理化學群,統計學類,0307
國立屏東大學,商業大數據學系,數理化學群,統計學類,0307
國立成功大學,統計與資料科學學系,數理化學群,統計學類,0307
國立政治大學,統計學系,數理化學群,統計學類,0307
國立臺北大學,統計學系,數理化學群,統計學類,0307
東吳大學,資料科學系,數理化學群,統計學類,0307
東海大學,統計學系,數理化學群,統計學類,0307
淡江大學,統計與資料科學學系,數理化學群,統計學類,0307
輔仁大學,統計資訊學系,數理化學群,統計學類,0307
逢甲大學,統計學系,數理化學群,統計學類,0307
靜宜大學,資料科學暨大數據分析與應用學系,數理化學群,統計學類,0307
中國醫藥大學,中醫學系,醫藥衛生學群,醫學學類,0401
中國醫藥大學,醫學系,醫藥衛生學群,醫學學類,0401
中山醫學大學,醫學系,醫藥衛生學群,醫學學類,0401
國立成功大學,醫學系,醫藥衛生學群,醫學學類,0401
國立臺灣大學,醫學工程學系,醫藥衛生學群,醫學學類,0401
國立臺灣大學,醫學系,醫藥衛生學群,醫學學類,0401
國立陽明交通大學,中醫學系,醫藥衛生學群,醫學學類,0401
國立陽明交通大學,醫學系,醫藥衛生學群,醫學學類,0401
慈濟大學,醫學系,醫藥衛生學群,醫學學類,0401
義守大學,醫學系,醫藥衛生學群,醫學學類,0401
臺北醫學大學,醫學系,醫藥衛生學群,醫學學類,0401
輔仁大學,醫學系,醫藥衛生學群,醫學學類,0401
長庚大學,中醫學系,醫藥衛生學群,醫學學類,0401
長庚大學,醫學系,醫藥衛生學群,醫學學類,0401
馬偕醫學大學,醫學系,醫藥衛生學群,醫學學類,0401
高雄醫學大學,醫學系,醫藥衛生學群,醫學學類,0401
中國醫藥大學,公共衛生學院大一不分系,醫藥衛生學群,公共衛生學類,0402
中山醫學大學,公共衛生學系,醫藥衛生學群,公共衛生學類,0402
國立臺灣大學,公共衛生學系,醫藥衛生學群,公共衛生學類,0402
國立臺灣師範大學,健康促進與衛生教育學系,醫藥衛生學群,公共衛生學類,0402
慈濟大學,公共衛生學系,醫藥衛生學群,公共衛生學類,0402
臺北市立大學,衛生福利學系,醫藥衛生學群,公共衛生學類,0402
臺北醫學大學,公共衛生學系,醫藥衛生學群,公共衛生學類,0402
臺北醫學大學,口腔衛生學系,醫藥衛生學群,公共衛生學類,0402
輔仁大學,公共衛生學系,醫藥衛生學群,公共衛生學類,0402
高雄醫學大學,公共衛生學系,醫藥衛生學群,公共衛生學類,0402
高雄醫學大學,口腔衛生學系,醫藥衛生學群,公共衛生學類,0402
中國醫藥大學,牙醫學系,醫藥衛生學群,牙醫學類,0403
中山醫學大學,牙醫學系,醫藥衛生學群,牙醫學類,0403
國立成功大學,牙醫學系,醫藥衛生學群,牙醫學類,0403
國立臺灣大學,牙醫學系,醫藥衛生學群,牙醫學類,0403
國立陽明交通大學,牙醫學系,醫藥衛生學群,牙醫學類,0403
臺北醫學大學,口腔衛生學系,醫藥衛生學群,牙醫學類,0403
臺北醫學大學,牙醫學系,醫藥衛生學群,牙醫學類,0403
臺北醫學大學,牙體技術學系,醫藥衛生學群,牙醫學類,0403
高雄醫學大學,口腔衛生學系,醫藥衛生學群,牙醫學類,0403
高雄醫學大學,牙醫學系,醫藥衛生學群,牙醫學類,0403
中國醫藥大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
中山醫學大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
亞洲大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
國立成功大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
國立臺灣大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
國立陽明交通大學,物理治療暨輔助科技學系,醫藥衛生學群,物理治療學類,0404
慈濟大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
義守大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
長庚大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
高雄醫學大學,物理治療學系,醫藥衛生學群,物理治療學類,0404
中山醫學大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
中山醫學大學,語言治療與聽力學系,醫藥衛生學群,職能治療學類,0405
亞洲大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
亞洲大學,聽力暨語言治療學系,醫藥衛生學群,職能治療學類,0405
國立成功大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
國立臺灣大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
大葉大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
義守大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
輔仁大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
長庚大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
馬偕醫學大學,聽力暨語言治療學系,醫藥衛生學群,職能治療學類,0405
高雄醫學大學,職能治療學系,醫藥衛生學群,職能治療學類,0405
中國醫藥大學,護理學系,醫藥衛生學群,護理學類,0406
中山醫學大學,護理學系,醫藥衛生學群,護理學類,0406
亞洲大學,護理學系,醫藥衛生學群,護理學類,0406
元智大學,護理學系,醫藥衛生學群,護理學類,0406
國立中山大學,護理學系,醫藥衛生學群,護理學類,0406
國立成功大學,護理學系,醫藥衛生學群,護理學類,0406
國立暨南國際大學,護理學系,醫藥衛生學群,護理學類,0406
國立臺東大學,護理學系,醫藥衛生學群,護理學類,0406
國立臺灣大學,護理學系,醫藥衛生學群,護理學類,0406
國立金門大學,護理學系,醫藥衛生學群,護理學類,0406
國立陽明交通大學,護理學系,醫藥衛生學群,護理學類,0406
大葉大學,護理學系,醫藥衛生學群,護理學類,0406
慈濟大學,護理學系,醫藥衛生學群,護理學類,0406
義守大學,護理學系,醫藥衛生學群,護理學類,0406
臺北醫學大學,護理學系,醫藥衛生學群,護理學類,0406
輔仁大學,護理學系,醫藥衛生學群,護理學類,0406
長庚大學,護理學系,醫藥衛生學群,護理學類,0406
長榮大學,護理學系,醫藥衛生學群,護理學類,0406
馬偕醫學大學,護理學系,醫藥衛生學群,護理學類,0406
高雄醫學大學,護理學系,醫藥衛生學群,護理學類,0406
中國醫藥大學,醫學檢驗生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
中山醫學大學,視光學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
中山醫學大學,醫學檢驗暨生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
亞洲大學,視光學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
亞洲大學,醫學檢驗暨生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
國立成功大學,醫學檢驗生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
國立臺灣大學,醫學檢驗暨生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
國立陽明交通大學,醫學生物技術暨檢驗學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
大葉大學,視光學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
慈濟大學,醫學檢驗生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
義守大學,醫學檢驗技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
臺北醫學大學,醫學檢驗暨生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
長庚大學,醫學生物技術暨檢驗學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
馬偕醫學大學,視光學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
馬偕醫學大學,醫學檢驗暨再生醫學學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
高雄醫學大學,醫學檢驗生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,0407
中國醫藥大學,生物醫學影像暨放射科學學系,醫藥衛生學群,醫學影像暨放射科學學類,0408
中山醫學大學,醫學影像暨放射科學系,醫藥衛生學群,醫學影像暨放射科學學類,0408
國立陽明交通大學,生物醫學影像暨放射科學系,醫藥衛生學群,醫學影像暨放射科學學類,0408
慈濟大學,醫學影像暨放射科學系,醫藥衛生學群,醫學影像暨放射科學學類,0408
義守大學,醫學影像暨放射科學系,醫藥衛生學群,醫學影像暨放射科學學類,0408
長庚大學,醫學影像暨放射科學系,醫藥衛生學群,醫學影像暨放射科學學類,0408
高雄醫學大學,醫學影像暨放射科學系,醫藥衛生學群,醫學影像暨放射科學學類,0408
中國醫藥大學,中國藥學暨中藥資源學系,醫藥衛生學群,藥學學類,0409
中國醫藥大學,藥學系,醫藥衛生學群,藥學學類,0409
國立嘉義大學,微生物免疫與生物藥學系,醫藥衛生學群,藥學學類,0409
國立成功大學,藥學系,醫藥衛生學群,藥學學類,0409
國立臺灣大學,藥學系,醫藥衛生學群,藥學學類,0409
國立陽明交通大學,藥學系,醫藥衛生學群,藥學學類,0409
慈濟大學,藥學系,醫藥衛生學群,藥學學類,0409
臺北醫學大學,藥學系,醫藥衛生學群,藥學學類,0409
高雄醫學大學,藥學系,醫藥衛生學群,藥學學類,0409
高雄醫學大學,醫藥暨應用化學系,醫藥衛生學群,藥學學類,0409
中國文化大學,保健營養學系,醫藥衛生學群,食品營養保健學類,0410
中國醫藥大學,營養學系,醫藥衛生學群,食品營養保健學類,0410
中山醫學大學,健康產業科技管理學系,醫藥衛生學群,食品營養保健學類,0410
中山醫學大學,營養學系,醫藥衛生學群,食品營養保健學類,0410
亞洲大學,食品營養與保健生技學系,醫藥衛生學群,食品營養保健學類,0410
國立臺灣師範大學,營養科學學士學位學程,醫藥衛生學群,食品營養保健學類,0410
大葉大學,藥用植物與食品保健學系,醫藥衛生學群,食品營養保健學類,0410
實踐大學,食品營養與保健生技學系,醫藥衛生學群,食品營養保健學類,0410
義守大學,營養學系,醫藥衛生學群,食品營養保健學類,0410
臺北醫學大學,保健營養學系,醫藥衛生學群,食品營養保健學類,0410
臺北醫學大學,食品安全學系,醫藥衛生學群,食品營養保健學類,0410
輔仁大學,營養科學系,醫藥衛生學群,食品營養保健學類,0410
長榮大學,保健營養學系,醫藥衛生學群,食品營養保健學類,0410
長榮大學,食品安全衛生與檢驗學士學位學程,醫藥衛生學群,食品營養保健學類,0410
開南大學,保健營養學系,醫藥衛生學群,食品營養保健學類,0410
靜宜大學,食品營養學系,醫藥衛生學群,食品營養保健學類,0410
臺北醫學大學,呼吸治療學系,醫藥衛生學群,呼吸治療學類,0411
輔仁大學,呼吸治療學系,醫藥衛生學群,呼吸治療學類,0411
長庚大學,呼吸治療學系,醫藥衛生學群,呼吸治療學類,0411
高雄醫學大學,呼吸治療學系,醫藥衛生學群,呼吸治療學類,0411
亞洲大學,長期照護學系,醫藥衛生學群,健康照護學類,0412
國立金門大學,長期照護學系,醫藥衛生學群,健康照護學類,0412
康寧大學,健康照護管理學系,醫藥衛生學群,健康照護學類,0412
康寧大學,長期照護學系,醫藥衛生學群,健康照護學類,0412
東海大學,高齡健康與運動科學學士學位學程,醫藥衛生學群,健康照護學類,0412
臺北醫學大學,高齡健康暨長期照護學系,醫藥衛生學群,健康照護學類,0412
長榮大學,醫學社會暨健康照護學士學位學程,醫藥衛生學群,健康照護學類,0412
開南大學,健康產業管理學系,醫藥衛生學群,健康照護學類,0412
開南大學,養生與健康行銷學系,醫藥衛生學群,健康照護學類,0412
中國醫藥大學,藥用化妝品學系,醫藥衛生學群,化妝品學類,0413
靜宜大學,化粧品科學系,醫藥衛生學群,化妝品學類,0413
高雄醫學大學,香粧品學系,醫藥衛生學群,化妝品學類,0413
中山醫學大學,職業安全衛生學系,醫藥衛生學群,職業安全與衛生學類,0414
長榮大學,營建工程安全學士學位學程,醫藥衛生學群,職業安全與衛生學類,0414
長榮大學,職業安全與衛生學系,醫藥衛生學群,職業安全與衛生學類,0414
國立中興大學,獸醫學系,醫藥衛生學群,獸醫學類,0415
國立嘉義大學,獸醫學系,醫藥衛生學群,獸醫學類,0415
國立臺灣大學,獸醫學系,醫藥衛生學群,獸醫學類,0415
中山醫學大學,醫療產業科技管理學系,醫藥衛生學群,醫務管理學類,0416
亞洲大學,健康產業管理學系,醫藥衛生學群,醫務管理學類,0416
慈濟大學,醫務暨健康管理學系,醫藥衛生學群,醫務管理學類,0416
義守大學,醫務管理學系,醫藥衛生學群,醫務管理學類,0416
臺北醫學大學,醫務管理學系,醫藥衛生學群,醫務管理學類,0416
銘傳大學,智慧醫療與永續管理學系,醫藥衛生學群,醫務管理學類,0416
長庚大學,醫務管理學系,醫藥衛生學群,醫務管理學類,0416
長榮大學,醫務管理學系,醫藥衛生學群,醫務管理學類,0416
高雄醫學大學,醫務管理暨醫療資訊學系,醫藥衛生學群,醫務管理學類,0416
中國醫藥大學,運動醫學系,醫藥衛生學群,運動保健學類,0417
國立臺灣體育運動大學,運動健康科學學系,醫藥衛生學群,運動保健學類,0417
國立體育大學,運動保健學系,醫藥衛生學群,運動保健學類,0417
臺北市立大學,運動健康科學系,醫藥衛生學群,運動保健學類,0417
高雄醫學大學,運動醫學系,醫藥衛生學群,運動保健學類,0417
中國醫藥大學,醫療資訊學系,生命科學學群,生物資訊學類,0501
中山醫學大學,醫學資訊學系,生命科學學群,生物資訊學類,0501
慈濟大學,資訊工程學系,生命科學學群,生物資訊學類,0501
中原大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
中國醫藥大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
亞洲大學,生物資訊與醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
國立中央大學,生醫科學與工程學系,生命科學學群,生醫/醫學工程學類,0502
國立中山大學,生物醫學科技學系全英語學士班,生命科學學群,生醫/醫學工程學類,0502
國立成功大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
國立清華大學,生醫工程與環境科學系,生命科學學群,生醫/醫學工程學類,0502
國立陽明交通大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
慈濟大學,生物醫學暨工程學系,生命科學學群,生醫/醫學工程學類,0502
義守大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
臺北醫學大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
銘傳大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
長庚大學,生物醫學工程學系,生命科學學群,生醫/醫學工程學類,0502
國立中興大學,土壤環境科學系,生命科學學群,生化學類,0503
國立嘉義大學,生化科技學系,生命科學學群,生化學類,0503
國立臺灣大學,生化科技學系,生命科學學群,生化學類,0503
國立臺灣大學,農業化學系,生命科學學群,生化學類,0503
中原大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
中國文化大學,生命科學系,生命科學學群,生命科學學類,0504
中國醫藥大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
中山醫學大學,生物醫學科學學系,生命科學學群,生命科學學類,0504
亞洲大學,生物資訊與醫學工程學系,生命科學學群,生命科學學類,0504
國立中央大學,生命科學系,生命科學學群,生命科學學類,0504
國立中山大學,生物科學系,生命科學學群,生命科學學類,0504
國立中正大學,生物醫學科學系,生命科學學群,生命科學學類,0504
國立中興大學,生命科學系,生命科學學群,生命科學學類,0504
國立嘉義大學,微生物免疫與生物藥學系,生命科學學群,生命科學學類,0504
國立嘉義大學,水生生物科學系,生命科學學群,生命科學學類,0504
國立嘉義大學,生物資源學系,生命科學學群,生命科學學類,0504
國立彰化師範大學,生物學系,生命科學學群,生命科學學類,0504
國立成功大學,生命科學系,生命科學學群,生命科學學類,0504
國立成功大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
國立東華大學,生化暨分子醫學科學系,生命科學學群,生命科學學類,0504
國立清華大學,生命科學暨醫學院學士班,生命科學學群,生命科學學類,0504
國立清華大學,生命科學系,生命科學學群,生命科學學類,0504
國立臺東大學,生命科學系,生命科學學群,生命科學學類,0504
國立臺灣大學,生命科學系,生命科學學群,生命科學學類,0504
國立臺灣師範大學,生命科學系,生命科學學群,生命科學學類,0504
國立臺灣海洋大學,生命科學暨生物科技學系,生命科學學群,生命科學學類,0504
國立陽明交通大學,生命科學系暨基因體科學研究所,生命科學學群,生命科學學類,0504
國立陽明交通大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
國立高雄大學,生命科學系,生命科學學群,生命科學學類,0504
東吳大學,微生物學系,生命科學學群,生命科學學類,0504
東海大學,生命科學系,生命科學學群,生命科學學類,0504
義守大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
臺北醫學大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
輔仁大學,生命科學系,生命科學學群,生命科學學類,0504
銘傳大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
長庚大學,生物醫學工程學系,生命科學學群,生命科學學類,0504
長庚大學,生物醫學系,生命科學學群,生命科學學類,0504
高雄醫學大學,生命科學院學士班,生命科學學群,生命科學學類,0504
高雄醫學大學,生物醫學暨環境生物學系,生命科學學群,生命科學學類,0504
中原大學,生物科技學系,生命科學學群,生物科技學類,0505
中國醫藥大學,生物科技學系,生命科學學群,生物科技學類,0505
南華大學,自然生物科技學系,生命科學學群,生物科技學類,0505
國立中山大學,生物醫學科技學系全英語學士班,生命科學學群,生物科技學類,0505
國立中興大學,生物科技學士學位學程,生命科學學群,生物科技學類,0505
國立嘉義大學,農業生物科技學系,生命科學學群,生物科技學類,0505
國立宜蘭大學,生物技術與動物科學系,生命科學學群,生物科技學類,0505
國立成功大學,生物科技與產業科學系,生命科學學群,生物科技學類,0505
國立清華大學,醫學科學系,生命科學學群,生物科技學類,0505
國立臺南大學,生物科技學系,生命科學學群,生物科技學類,0505
國立臺灣海洋大學,海洋生物科技學士學位學程,生命科學學群,生物科技學類,0505
國立陽明交通大學,生物科技學系,生命科學學群,生物科技學類,0505
國立高雄師範大學,生物科技系,生命科學學群,生物科技學類,0505
大同大學,化學工程與生物科技學系,生命科學學群,生物科技學類,0505
大葉大學,生物醫學系,生命科學學群,生物科技學類,0505
大葉大學,食品暨應用生物科技學系,生命科學學群,生物科技學類,0505
慈濟大學,分子生物暨人類遺傳學系,生命科學學群,生物科技學類,0505
義守大學,醫學科學與生物科技學系,生命科學學群,生物科技學類,0505
銘傳大學,生物科技學系,生命科學學群,生物科技學類,0505
長榮大學,生物科技學系,生命科學學群,生物科技學類,0505
高雄醫學大學,生物科技學系,生命科學學群,生物科技學類,0505
國立中興大學,昆蟲學系,生命科學學群,植物保護與昆蟲學類,0506
國立嘉義大學,植物醫學系,生命科學學群,植物保護與昆蟲學類,0506
國立臺灣大學,昆蟲學系,生命科學學群,植物保護與昆蟲學類,0506
國立臺南大學,生態暨環境資源學系,生命科學學群,生態學類,0507
靜宜大學,生態人文學系,生命科學學群,生態學類,0507
國立中興大學,食品暨應用生物科技學系,生命科學學群,食品生技學類,0508
國立嘉義大學,食品科學系,生命科學學群,食品生技學類,0508
國立宜蘭大學,食品科學系,生命科學學群,食品生技學類,0508
國立臺灣海洋大學,食品科學系,生命科學學群,食品生技學類,0508
國立金門大學,食品科學系,生命科學學群,食品生技學類,0508
東海大學,食品科學系,生命科學學群,食品生技學類,0508
輔仁大學,食品科學系,生命科學學群,食品生技學類,0508
國立中興大學,獸醫學系,生物資源學群,獸醫學類,0601
國立嘉義大學,獸醫學系,生物資源學群,獸醫學類,0601
國立臺灣大學,獸醫學系,生物資源學群,獸醫學類,0601
國立中興大學,昆蟲學系,生物資源學群,植物保護與昆蟲學類,0602
國立中興大學,植物病理學系,生物資源學群,植物保護與昆蟲學類,0602
國立嘉義大學,植物醫學系,生物資源學群,植物保護與昆蟲學類,0602
國立臺灣大學,昆蟲學系,生物資源學群,植物保護與昆蟲學類,0602
國立臺灣大學,植物病理與微生物學系,生物資源學群,植物保護與昆蟲學類,0602
國立臺南大學,生態暨環境資源學系,生物資源學群,生態學類,0603
靜宜大學,生態人文學系,生物資源學群,生態學類,0603
國立中興大學,農藝學系,生物資源學群,農藝學類,0604
國立嘉義大學,農藝學系,生物資源學群,農藝學類,0604
國立臺灣大學,農藝學系,生物資源學群,農藝學類,0604
中國文化大學,動物科學保健暨園藝科技學系,生物資源學群,動物科學學類,0605
中國文化大學,動物科學系(115學年度併入動物科學保健暨園藝科技學系),生物資源學群,動物科學學類,0605
國立中興大學,動物科學系,生物資源學群,動物科學學類,0605
國立嘉義大學,動物科學系,生物資源學群,動物科學學類,0605
國立宜蘭大學,生物技術與動物科學系,生物資源學群,動物科學學類,0605
國立臺灣大學,動物科學技術學系,生物資源學群,動物科學學類,0605
東海大學,畜產與生物科技學系,生物資源學群,動物科學學類,0605
中國文化大學,動物科學保健暨園藝科技學系,生物資源學群,園藝學類,0606
中國文化大學,園藝暨生物技術學系(115學年度併入動物科學保健暨園藝科技學系),生物資源學群,園藝學類,0606
國立中興大學,園藝學系,生物資源學群,園藝學類,0606
國立嘉義大學,園藝學系,生物資源學群,園藝學類,0606
國立宜蘭大學,園藝學系,生物資源學群,園藝學類,0606
國立臺灣大學,園藝暨景觀學系,生物資源學群,園藝學類,0606
明道大學(112學年度起停招、113年停辦)(專案輔導至112/5/31),智慧暨精緻農業學系,生物資源學群,園藝學類,0606
長榮大學,蘭花產業應用學士學位學程,生物資源學群,園藝學類,0606
中國文化大學,森林暨自然保育學系,生物資源學群,森林學類,0607
國立中興大學,森林學系,生物資源學群,森林學類,0607
國立嘉義大學,森林暨自然資源學系,生物資源學群,森林學類,0607
